Decoy      SPECS 
T0947TS236_3-D1      0.294812
T0947TS258_2-D1      0.299091
T0947TS411_1-D1      0.322935
T0947TS252_1-D1      0.355156
T0947TS451_4-D1      0.210435
T0947TS479_3-D1      0.325903
T0947TS011_2-D1      0.384188
T0947TS489_1-D1      0.126922
T0947TS450_2-D1      0.356221
T0947TS173_3-D1      0.340149
T0947TS247_5-D1      0.343818
T0947TS287_5-D1      0.298519
T0947TS411_3-D1      0.352
T0947TS357_1-D1      0.30337
T0947TS451_5-D1      0.132929
T0947TS393_2-D1      0.368935
T0947TS434_2-D1      0.134169
T0947TS042_5-D1      0.293474
T0947TS173_4-D1      0.338312
T0947TS232_4-D1      0.357851
T0947TS444_3-D1      0.282617
T0947TS183_5-D1      0.316721
T0947TS295_5-D1      0.329513
T0947TS026_3-D1      0.272
T0947TS188_4-D1      0.320708
T0947TS396_3-D1      0.326597
T0947TS495_5-D1      0.304701
T0947TS252_4-D1      0.348968
T0947TS451_3-D1      0.131455
T0947TS060_1-D1      0.318909
T0947TS342_1-D1      0.326643
T0947TS359_4-D1      0.320084
T0947TS444_2-D1      0.288123
T0947TS441_5-D1      0.31289
T0947TS017_3-D1      0.362214
T0947TS187_5-D1      0.317903
T0947TS005_1-D1      0.367688
T0947TS441_2-D1      0.337708
T0947TS022_1-D1      0.109084
T0947TS203_4-D1      0.334773
T0947TS236_4-D1      0.303799
T0947TS017_1-D1      0.361786
T0947TS475_5-D1      0.33637
T0947TS495_3-D1      0.316721
T0947TS183_3-D1      0.315519
T0947TS028_3-D1      0.155922
T0947TS287_2-D1      0.303799
T0947TS295_3-D1      0.259688
T0947TS017_5-D1      0.362455
T0947TS313_2-D1      0.34287
T0947TS421_4-D1      0.303156
T0947TS258_4-D1      0.300662
T0947TS411_5-D1      0.372591
T0947TS017_2-D1      0.362045
T0947TS434_3-D1      0.127955
T0947TS042_1-D1      0.358604
T0947TS203_2-D1      0.367688
T0947TS382_2-D1      0.261422
T0947TS399_3-D1      0.127877
T0947TS126_5-D1      0.157188
T0947TS073_4-D1      0.329786
T0947TS382_5-D1      0.167201
T0947TS384_4-D1      0.358013
T0947TS349_1-D1      0.357851
T0947TS380_4-D1      0.316948
T0947TS236_1-D1      0.298929
