Decoy      SPECS 
T0893TS359_1-D1      0.235212
T0893TS407_3-D1      0.285399
T0893TS313_4-D1      0.378362
T0893TS446_5-D1      0.269552
T0893TS479_4-D1      0.305635
T0893TS077_2-D1      0.385616
T0893TS359_2-D1      0.235212
T0893TS495_5-D1      0.314539
T0893TS313_3-D1      0.385539
T0893TS258_3-D1      0.279826
T0893TS275_4-D1      0.373241
T0893TS313_2-D1      0.375156
T0893TS287_5-D1      0.286068
T0893TS005_2-D1      0.306211
T0893TS430_2-D1      0.396949
T0893TS250_1-D1      0.260383
T0893TS313_1-D1      0.372245
T0893TS220_4-D1      0.435149
T0893TS446_4-D1      0.417497
T0893TS380_3-D1      0.296108
T0893TS016_1-D1      0.249393
T0893TS407_1-D1      0.277973
T0893TS026_2-D1      0.27061
T0893TS258_2-D1      0.347805
T0893TS250_5-D1      0.260196
T0893TS284_2-D1      0.277242
T0893TS357_2-D1      0.237235
T0893TS432_4-D1      0.306413
T0893TS425_4-D1      0.25193
T0893TS180_3-D1      0.241438
T0893TS446_3-D1      0.398537
T0893TS430_1-D1      0.40207
T0893TS432_2-D1      0.308204
T0893TS258_5-D1      0.28392
T0893TS183_3-D1      0.328222
T0893TS119_1-D1      0.374191
T0893TS251_4-D1      0.361582
T0893TS452_3-D1      0.272603
T0893TS421_4-D1      0.238917
T0893TS467_5-D1      0.297167
T0893TS345_5-D1      0.274377
T0893TS287_2-D1      0.324408
T0893TS251_3-D1      0.25906
T0893TS048_1-D1      0.412733
T0893TS455_3-D1      0.189633
T0893TS451_2-D1      0.277444
T0893TS421_3-D1      0.259496
T0893TS220_3-D1      0.292045
T0893TS287_3-D1      0.305495
T0893TS464_1-D1      0.283748
T0893TS258_4-D1      0.278798
T0893TS005_1-D1      0.265644
T0893TS444_3-D1      0.252506
T0893TS183_5-D1      0.293509
T0893TS452_1-D1      0.23627
T0893TS180_1-D1      0.24066
T0893TS425_5-D1      0.265053
T0893TS432_3-D1      0.418042
T0893TS275_1-D1      0.36155
T0893TS349_1-D1      0.375187
T0893TS444_5-D1      0.232565
T0893TS092_1-D1      0.412733
T0893TS236_2-D1      0.318011
T0893TS357_5-D1      0.271887
T0893TS321_5-D1      0.298225
T0893TS495_2-D1      0.320548
T0893TS405_1-D1      0.323895
T0893TS455_2-D1      0.158406
T0893TS357_3-D1      0.247198
T0893TS495_3-D1      0.287547
T0893TS251_5-D1      0.248023
T0893TS345_3-D1      0.307612
T0893TS432_1-D1      0.369863
T0893TS405_3-D1      0.291594
T0893TS251_2-D1      0.3684
T0893TS183_4-D1      0.407737
T0893TS479_2-D1      0.394505
T0893TS287_4-D1      0.259075
T0893TS183_1-D1      0.283998
