Decoy      SPECS 
T0871TS005_5-D1      0.319104
T0871TS345_4-D1      0.267085
T0871TS359_3-D1      0.229239
T0871TS287_3-D1      0.292818
T0871TS028_3-D1      0.0751639
T0871TS434_1-D1      0.105742
T0871TS421_1-D1      0.254599
T0871TS180_4-D1      0.135373
T0871TS380_2-D1      0.280789
T0871TS380_5-D1      0.280789
T0871TS026_3-D1      0.248985
T0871TS405_1-D1      0.264897
T0871TS313_4-D1      0.287525
T0871TS405_3-D1      0.264897
T0871TS407_2-D1      0.265699
T0871TS357_4-D1      0.286367
T0871TS028_4-D1      0.0736463
T0871TS455_1-D1      0.199943
T0871TS220_5-D1      0.294222
T0871TS425_5-D1      0.301603
T0871TS183_2-D1      0.287472
T0871TS005_2-D1      0.325538
T0871TS321_3-D1      0.106462
T0871TS452_4-D1      0.239495
T0871TS251_4-D1      0.259216
T0871TS250_4-D1      0.288419
T0871TS382_2-D1      0.274288
T0871TS275_3-D1      0.288366
T0871TS425_4-D1      0.298543
T0871TS359_2-D1      0.237539
T0871TS425_3-D1      0.294218
T0871TS028_5-D1      0.0734575
T0871TS421_4-D1      0.24098
T0871TS444_3-D1      0.229439
T0871TS357_2-D1      0.29071
T0871TS425_2-D1      0.3071
T0871TS250_5-D1      0.289509
T0871TS357_1-D1      0.289758
T0871TS250_1-D1      0.28501
T0871TS313_1-D1      0.283083
T0871TS455_2-D1      0.167922
T0871TS313_2-D1      0.282727
T0871TS451_4-D1      0.110576
T0871TS359_1-D1      0.225969
T0871TS467_4-D1      0.105133
T0871TS236_3-D1      0.284469
T0871TS380_1-D1      0.263932
T0871TS446_4-D1      0.217395
T0871TS359_4-D1      0.229239
T0871TS452_2-D1      0.262539
T0871TS092_1-D1      0.292605
T0871TS251_3-D1      0.263102
T0871TS313_3-D1      0.285095
T0871TS345_5-D1      0.252543
T0871TS405_4-D1      0.264897
T0871TS455_5-D1      0.0947635
T0871TS220_3-D1      0.290061
T0871TS183_3-D1      0.291597
T0871TS026_2-D1      0.280789
T0871TS432_1-D1      0.122043
T0871TS321_5-D1      0.100513
T0871TS382_1-D1      0.275118
T0871TS183_1-D1      0.305172
T0871TS382_4-D1      0.27324
T0871TS359_5-D1      0.229239
T0871TS382_5-D1      0.275826
T0871TS236_4-D1      0.280094
T0871TS077_5-D1      0.296733
T0871TS464_5-D1      0.0948988
T0871TS287_4-D1      0.276892
T0871TS026_5-D1      0.280789
T0871TS236_1-D1      0.286663
T0871TS345_3-D1      0.273746
T0871TS048_1-D1      0.292605
T0871TS479_2-D1      0.297407
T0871TS434_5-D1      0.102362
T0871TS407_3-D1      0.264726
T0871TS357_5-D1      0.281775
T0871TS258_2-D1      0.257901
T0871TS250_3-D1      0.285918
T0871TS005_3-D1      0.337749
T0871TS077_4-D1      0.292715
T0871TS421_5-D1      0.216889
T0871TS444_2-D1      0.253053
T0871TS016_1-D1      0.268599
T0871TS250_2-D1      0.284629
T0871TS345_2-D1      0.265054
T0871TS028_1-D1      0.0754275
T0871TS405_5-D1      0.275655
T0871TS452_1-D1      0.275349
T0871TS434_3-D1      0.101742
T0871TS287_5-D1      0.288031
T0871TS077_3-D1      0.302198
T0871TS258_4-D1      0.255247
T0871TS382_3-D1      0.274993
T0871TS451_2-D1      0.119478
T0871TS444_5-D1      0.235188
T0871TS077_1-D1      0.301931
T0871TS180_3-D1      0.187746
T0871TS275_1-D1      0.311941
T0871TS479_3-D1      0.291183
T0871TS467_1-D1      0.259105
T0871TS434_4-D1      0.105354
T0871TS258_5-D1      0.257873
T0871TS275_5-D1      0.296733
T0871TS405_2-D1      0.264897
T0871TS432_3-D1      0.114473
T0871TS464_2-D1      0.0919315
T0871TS467_5-D1      0.199437
T0871TS236_2-D1      0.291272
T0871TS444_1-D1      0.251589
T0871TS446_3-D1      0.255222
T0871TS180_5-D1      0.108535
T0871TS180_2-D1      0.191166
T0871TS251_5-D1      0.285338
T0871TS349_1-D1      0.286841
T0871TS258_3-D1      0.257438
T0871TS321_1-D1      0.104667
T0871TS183_4-D1      0.243356
T0871TS455_4-D1      0.153163
T0871TS166_1-D1      0.266258
T0871TS380_4-D1      0.26602
T0871TS258_1-D1      0.255194
T0871TS425_1-D1      0.292231
T0871TS444_4-D1      0.252839
T0871TS446_1-D1      0.24647
T0871TS432_2-D1      0.128569
T0871TS407_1-D1      0.267883
T0871TS251_1-D1      0.260206
T0871TS236_5-D1      0.289292
T0871TS357_3-D1      0.285031
T0871TS407_5-D1      0.265439
T0871TS446_2-D1      0.26597
T0871TS452_5-D1      0.239655
T0871TS407_4-D1      0.256109
T0871TS220_4-D1      0.289865
T0871TS464_1-D1      0.314303
T0871TS451_3-D1      0.108724
T0871TS321_2-D1      0.105693
T0871TS026_1-D1      0.263932
T0871TS451_1-D1      0.112913
T0871TS028_2-D1      0.0754845
T0871TS119_1-D1      0.286406
T0871TS434_2-D1      0.100684
T0871TS005_1-D1      0.323425
T0871TS479_5-D1      0.242498
T0871TS479_4-D1      0.25731
T0871TS220_1-D1      0.286659
T0871TS464_3-D1      0.308984
T0871TS479_1-D1      0.306067
T0871TS275_2-D1      0.303847
T0871TS313_5-D1      0.286221
T0871TS421_3-D1      0.244881
T0871TS467_3-D1      0.232085
T0871TS220_2-D1      0.300798
T0871TS180_1-D1      0.191312
T0871TS452_3-D1      0.23962
T0871TS275_4-D1      0.251215
T0871TS451_5-D1      0.111296
T0871TS026_4-D1      0.26602
T0871TS380_3-D1      0.248985
T0871TS421_2-D1      0.254688
T0871TS077_2-D1      0.303074
T0871TS321_4-D1      0.105853
T0871TS446_5-D1      0.231886
T0871TS005_4-D1      0.320284
T0871TS287_2-D1      0.290567
T0871TS183_5-D1      0.271128
T0871TS287_1-D1      0.280393
T0871TS455_3-D1      0.159184
T0871TS251_2-D1      0.227953
T0871TS345_1-D1      0.264253
T0871TS467_2-D1      0.231986
T0871TS464_4-D1      0.311335
