Decoy      SPECS 
TR945TS247_3      0.313121
TR945TS247_4      0.344994
TR945TS162_5      0.305524
TR945TS257_1      0.256242
TR945TS187_1      0.331376
TR945TS204_3      0.339345
TR945TS023_3      0.347464
TR945TS017_4      0.340136
TR945TS393_1      0.336145
TR945TS081_5      0.248485
TR945TS480_4      0.298036
TR945TS162_3      0.310239
TR945TS011_1      0.333085
TR945TS162_1      0.308585
TR945TS073_3      0.327015
TR945TS001_4      0.323245
TR945TS396_5      0.291918
TR945TS324_5      0.323958
TR945TS418_2      0.270618
TR945TS399_5      0.112212
TR945TS204_1      0.339345
TR945TS247_1      0.309921
TR945TS073_4      0.330645
TR945TS118_3      0.304327
TR945TS060_5      0.315282
TR945TS450_1      0.32387
TR945TS017_5      0.340976
TR945TS381_4      0.334073
TR945TS393_3      0.320261
TR945TS418_5      0.252606
TR945TS118_2      0.353091
TR945TS330_2      0.254464
TR945TS324_3      0.330221
TR945TS399_2      0.108106
TR945TS396_2      0.330367
TR945TS250_1      0.341527
TR945TS324_2      0.321533
TR945TS102_4      0.336748
TR945TS118_5      0.360539
TR945TS102_3      0.347973
TR945TS418_4      0.225509
TR945TS220_2      0.34147
TR945TS480_1      0.335382
TR945TS023_1      0.349064
TR945TS001_2      0.343033
TR945TS102_1      0.340424
TR945TS295_2      0.3207
TR945TS450_5      0.339848
TR945TS450_2      0.334788
TR945TS102_2      0.349761
TR945TS187_2      0.338515
TR945TS060_2      0.317609
TR945TS001_3      0.329552
TR945TS295_5      0.329591
TR945TS250_5      0.346249
TR945TS208_5      0.340515
TR945TS396_3      0.318227
TR945TS450_3      0.335448
TR945TS430_3      0.338155
TR945TS187_5      0.31403
TR945TS188_1      0.326064
TR945TS060_4      0.318336
TR945TS162_2      0.309097
TR945TS324_4      0.326188
TR945TS412_5      0.335218
TR945TS295_1      0.331376
TR945TS396_4      0.309973
TR945TS430_5      0.342197
TR945TS017_2      0.340488
TR945TS430_1      0.341491
TR945TS446_1      0.325903
TR945TS257_2      0.154852
TR945TS399_1      0.108524
TR945TS418_3      0.304697
TR945TS118_1      0.336958
TR945TS418_1      0.253976
TR945TS011_5      0.329858
TR945TS208_1      0.341803
TR945TS208_3      0.33983
TR945TS220_5      0.333085
TR945TS393_5      0.305348
TR945TS060_1      0.31277
TR945TS073_5      0.335818
TR945TS393_4      0.317227
TR945TS204_5      0.330367
TR945TS017_3      0.342864
TR945TS480_5      0.275915
TR945TS250_4      0.345661
TR945TS023_2      0.352176
TR945TS118_4      0.335703
TR945TS162_4      0.312079
TR945TS396_1      0.330033
TR945TS220_4      0.344979
TR945TS247_5      0.328445
TR945TS208_2      0.341733
TR945TS330_5      0.293503
TR945TS081_4      0.253821
TR945TS450_4      0.338882
TR945TS393_2      0.304727
TR945TS295_4      0.338515
TR945TS001_1      0.330573
TR945TS208_4      0.340494
TR945TS412_2      0.331455
TR945TS250_2      0.349279
TR945TS381_3      0.334073
TR945TS330_4      0.297336
TR945TS011_3      0.34417
TR945TS250_3      0.346718
TR945TS247_2      0.300836
TR945TS073_2      0.332297
TR945TS017_1      0.341624
TR945TS102_5      0.327915
TR945TS011_4      0.32387
TR945TS060_3      0.310555
TR945TS081_2      0.324821
TR945TS187_4      0.312585
TR945TS279_1      0.332652
TR945TS399_4      0.109355
TR945TS273_1      0.338382
TR945TS330_1      0.243091
TR945TS330_3      0.217573
TR945TS480_3      0.310233
TR945TS081_3      0.240185
TR945TS023_4      0.345758
TR945TS324_1      0.332448
TR945TS381_5      0.332145
TR945TS430_4      0.337685
TR945TS023_5      0.347658
TR945TS011_2      0.346576
TR945TS399_3      0.114585
TR945TS081_1      0.323579
TR945TS412_1      0.331406
TR945TS381_2      0.332009
TR945TS187_3      0.311845
TR945TS073_1      0.340815
TR945TS412_4      0.333036
TR945TS381_1      0.332958
TR945TS480_2      0.291076
TR945TS220_1      0.338324
TR945TS430_2      0.341376
TR945TS412_3      0.331209
TR945TS220_3      0.343339
TR945TS295_3      0.297749
TR945TS001_5      0.324242
