Decoy      SPECS 
TR917TS060_3      0.454775
TR917TS073_1      0.441179
TR917TS430_2      0.512991
TR917TS381_1      0.419975
TR917TS474_1      0.377217
TR917TS450_1      0.483402
TR917TS330_1      0.358501
TR917TS295_3      0.474552
TR917TS250_4      0.496832
TR917TS220_2      0.472131
TR917TS295_2      0.431609
TR917TS017_3      0.491208
TR917TS220_1      0.483402
TR917TS480_5      0.440743
TR917TS450_3      0.475729
TR917TS017_2      0.49161
TR917TS265_3      0.508143
TR917TS396_1      0.488523
TR917TS393_2      0.486971
TR917TS257_3      0.200285
TR917TS399_3      0.119946
TR917TS257_1      0.318417
TR917TS294_1      0.475325
TR917TS023_5      0.502424
TR917TS102_3      0.484966
TR917TS399_4      0.106551
TR917TS450_2      0.472131
TR917TS474_2      0.371632
TR917TS017_1      0.491583
TR917TS324_1      0.507001
TR917TS073_3      0.450061
TR917TS011_1      0.479348
TR917TS060_2      0.450192
TR917TS324_5      0.513087
TR917TS118_2      0.403043
TR917TS412_1      0.496207
TR917TS118_5      0.396725
TR917TS279_1      0.374131
TR917TS430_3      0.49846
TR917TS220_3      0.475729
TR917TS412_4      0.485381
TR917TS011_2      0.483402
TR917TS330_2      0.288139
TR917TS162_5      0.485695
TR917TS162_3      0.49474
TR917TS102_1      0.506815
TR917TS257_4      0.384021
TR917TS250_3      0.506716
TR917TS023_1      0.499529
TR917TS265_4      0.520088
TR917TS330_5      0.284065
TR917TS399_5      0.123541
TR917TS480_2      0.462791
TR917TS073_2      0.43698
TR917TS073_4      0.445707
TR917TS250_2      0.499491
TR917TS412_3      0.487872
TR917TS001_1      0.454391
TR917TS001_2      0.452383
TR917TS011_4      0.475729
TR917TS208_2      0.521088
TR917TS081_1      0.473602
TR917TS204_3      0.524561
TR917TS247_4      0.523843
TR917TS102_2      0.474375
TR917TS188_1      0.488168
TR917TS001_5      0.484536
TR917TS480_1      0.479822
TR917TS208_4      0.515982
TR917TS102_5      0.488732
TR917TS430_4      0.501508
TR917TS060_5      0.45905
TR917TS208_1      0.518286
TR917TS162_2      0.485428
TR917TS418_4      0.410896
TR917TS118_1      0.355984
TR917TS208_5      0.519652
TR917TS396_4      0.478778
TR917TS381_5      0.418868
TR917TS060_4      0.465738
TR917TS204_5      0.495821
TR917TS204_4      0.427665
TR917TS295_5      0.474195
TR917TS220_5      0.458614
TR917TS023_2      0.497646
TR917TS187_2      0.48026
TR917TS265_2      0.50742
TR917TS023_4      0.496832
TR917TS412_2      0.488869
TR917TS102_4      0.466113
TR917TS295_4      0.414252
TR917TS247_3      0.523605
TR917TS396_2      0.488654
TR917TS273_1      0.505072
TR917TS060_1      0.462041
TR917TS204_1      0.524715
TR917TS247_5      0.520658
TR917TS324_4      0.51225
TR917TS450_5      0.458614
TR917TS017_5      0.493536
TR917TS393_3      0.479554
TR917TS399_1      0.105327
TR917TS073_5      0.49512
TR917TS118_4      0.410872
TR917TS393_4      0.487334
TR917TS330_4      0.309684
TR917TS011_5      0.453572
TR917TS220_4      0.453572
TR917TS250_1      0.493958
TR917TS399_2      0.117525
TR917TS418_3      0.425294
TR917TS450_4      0.453572
TR917TS011_3      0.472131
TR917TS381_3      0.421858
TR917TS265_5      0.498962
TR917TS418_1      0.43385
TR917TS330_3      0.334704
TR917TS247_1      0.512706
TR917TS250_5      0.504516
TR917TS081_4      0.393095
TR917TS480_4      0.45116
TR917TS430_1      0.508402
TR917TS393_5      0.473794
TR917TS396_3      0.491208
TR917TS446_1      0.465953
TR917TS396_5      0.483995
TR917TS162_1      0.483042
TR917TS412_5      0.484597
TR917TS257_2      0.229389
TR917TS208_3      0.515031
TR917TS081_2      0.477552
TR917TS265_1      0.513189
TR917TS381_2      0.419975
TR917TS393_1      0.488189
TR917TS187_5      0.399753
TR917TS118_3      0.407434
TR917TS001_3      0.466461
TR917TS017_4      0.490299
TR917TS430_5      0.513413
TR917TS162_4      0.491458
TR917TS324_2      0.501947
TR917TS187_1      0.474195
TR917TS295_1      0.48026
TR917TS187_3      0.453575
TR917TS381_4      0.421858
TR917TS247_2      0.507978
TR917TS023_3      0.507295
TR917TS187_4      0.460771
TR917TS081_5      0.473965
TR917TS418_5      0.444867
TR917TS081_3      0.476532
TR917TS418_2      0.411436
TR917TS001_4      0.462442
TR917TS324_3      0.501151
TR917TS480_3      0.458577
