Decoy      SPECS 
TR869TS081_3      0.197563
TR869TS265_3      0.242045
TR869TS396_2      0.246875
TR869TS208_1      0.243105
TR869TS001_4      0.248361
TR869TS412_3      0.244843
TR869TS118_5      0.226694
TR869TS162_1      0.237358
TR869TS265_5      0.232266
TR869TS017_1      0.249323
TR869TS204_1      0.252666
TR869TS060_4      0.211396
TR869TS204_3      0.253245
TR869TS430_5      0.251486
TR869TS247_4      0.23561
TR869TS204_4      0.243422
TR869TS247_5      0.218848
TR869TS017_5      0.253398
TR869TS011_4      0.236058
TR869TS294_1      0.24599
TR869TS073_3      0.250415
TR869TS474_2      0.221023
TR869TS162_2      0.241313
TR869TS162_3      0.237358
TR869TS265_2      0.234003
TR869TS001_5      0.249738
TR869TS162_4      0.246154
TR869TS330_2      0.228256
TR869TS102_4      0.232681
TR869TS393_3      0.241903
TR869TS418_3      0.229808
TR869TS250_1      0.246329
TR869TS330_3      0.265341
TR869TS204_2      0.248645
TR869TS208_5      0.245608
TR869TS011_1      0.234342
TR869TS265_1      0.240734
TR869TS102_5      0.243837
TR869TS430_2      0.250229
TR869TS450_5      0.234845
TR869TS081_2      0.248667
TR869TS102_3      0.252218
TR869TS118_3      0.213855
TR869TS324_5      0.248339
TR869TS430_3      0.248
TR869TS396_3      0.180857
TR869TS418_4      0.223361
TR869TS474_1      0.22146
TR869TS102_1      0.248689
TR869TS220_4      0.225153
TR869TS220_5      0.214926
TR869TS220_2      0.215581
TR869TS393_2      0.243335
TR869TS295_3      0.204567
TR869TS480_2      0.19953
TR869TS208_2      0.240887
TR869TS001_3      0.237249
TR869TS017_4      0.253038
TR869TS396_5      0.206534
TR869TS412_5      0.24811
TR869TS023_1      0.252841
TR869TS118_2      0.219045
TR869TS446_1      0.238746
TR869TS247_3      0.227885
TR869TS061_1      0.235031
TR869TS118_4      0.2237
TR869TS330_1      0.180354
TR869TS250_2      0.246733
TR869TS188_1      0.244996
TR869TS324_4      0.247815
TR869TS118_1      0.223525
TR869TS324_2      0.251814
TR869TS474_3      0.227218
TR869TS081_5      0.226967
TR869TS480_4      0.214019
TR869TS220_1      0.229666
TR869TS480_1      0.24788
TR869TS295_5      0.215931
TR869TS393_5      0.237489
TR869TS257_1      0.207507
TR869TS060_3      0.218051
TR869TS295_2      0.22771
TR869TS418_5      0.181862
TR869TS418_2      0.224956
TR869TS162_5      0.244351
TR869TS220_3      0.249388
TR869TS412_1      0.245149
TR869TS324_3      0.251431
TR869TS396_4      0.201125
TR869TS023_4      0.240833
TR869TS208_3      0.243215
TR869TS295_4      0.178715
TR869TS023_2      0.249607
TR869TS073_4      0.226857
TR869TS393_1      0.251672
TR869TS430_1      0.249541
TR869TS480_3      0.254819
TR869TS060_5      0.204414
TR869TS011_5      0.239041
TR869TS265_4      0.23986
TR869TS396_1      0.247236
TR869TS208_4      0.246766
TR869TS102_2      0.247148
TR869TS399_5      0.192373
TR869TS060_1      0.206217
TR869TS450_1      0.236571
TR869TS247_2      0.245673
TR869TS250_4      0.244777
TR869TS330_5      0.195618
TR869TS081_4      0.19493
TR869TS295_1      0.242035
TR869TS393_4      0.238582
TR869TS450_2      0.238352
TR869TS017_2      0.248962
TR869TS081_1      0.247279
TR869TS412_4      0.247345
TR869TS023_3      0.261364
TR869TS330_4      0.193335
TR869TS001_2      0.24021
TR869TS450_4      0.228387
TR869TS450_3      0.233894
TR869TS418_1      0.18349
TR869TS430_4      0.245629
TR869TS324_1      0.249596
TR869TS247_1      0.240614
TR869TS001_1      0.247596
TR869TS250_5      0.247979
TR869TS250_3      0.249377
TR869TS279_1      0.299924
TR869TS023_5      0.254884
TR869TS073_5      0.248831
TR869TS399_1      0.194078
TR869TS399_2      0.189816
TR869TS399_4      0.167635
TR869TS412_2      0.246208
TR869TS204_5      0.250918
TR869TS073_2      0.253136
TR869TS060_2      0.216543
TR869TS399_3      0.195771
TR869TS273_1      0.24233
TR869TS011_2      0.236123
TR869TS480_5      0.210588
TR869TS011_3      0.240931
TR869TS017_3      0.249049
TR869TS073_1      0.252426
