Decoy      SPECS 
TR879TS011_3      0.438626
TR879TS330_5      0.191488
TR879TS399_3      0.0956405
TR879TS430_5      0.443998
TR879TS017_4      0.462319
TR879TS204_2      0.361415
TR879TS017_3      0.466436
TR879TS102_2      0.414039
TR879TS208_5      0.455899
TR879TS265_5      0.408523
TR879TS265_3      0.398755
TR879TS023_3      0.467195
TR879TS450_4      0.454809
TR879TS412_2      0.461028
TR879TS073_1      0.411668
TR879TS118_5      0.362934
TR879TS480_1      0.456467
TR879TS399_1      0.0955217
TR879TS265_2      0.406395
TR879TS273_1      0.471229
TR879TS250_3      0.463631
TR879TS102_1      0.441049
TR879TS060_3      0.426395
TR879TS188_1      0.456947
TR879TS247_2      0.456927
TR879TS001_4      0.421426
TR879TS324_1      0.466219
TR879TS412_3      0.461384
TR879TS011_4      0.45704
TR879TS474_1      0.401271
TR879TS220_4      0.432128
TR879TS208_1      0.455857
TR879TS023_5      0.470119
TR879TS102_3      0.413244
TR879TS450_5      0.445713
TR879TS081_1      0.439912
TR879TS001_1      0.458616
TR879TS396_2      0.458967
TR879TS250_4      0.473585
TR879TS418_3      0.322681
TR879TS330_3      0.182624
TR879TS011_5      0.448456
TR879TS430_2      0.443998
TR879TS480_5      0.457071
TR879TS162_2      0.442794
TR879TS250_2      0.460899
TR879TS250_5      0.477836
TR879TS430_4      0.443998
TR879TS001_2      0.455894
TR879TS118_4      0.362882
TR879TS399_4      0.0937552
TR879TS324_4      0.46376
TR879TS001_5      0.436906
TR879TS450_2      0.447154
TR879TS257_2      0.421896
TR879TS324_2      0.464995
TR879TS208_2      0.456364
TR879TS324_5      0.461622
TR879TS399_2      0.0960021
TR879TS017_1      0.462531
TR879TS204_3      0.361653
TR879TS220_3      0.451787
TR879TS393_3      0.445382
TR879TS480_2      0.454396
TR879TS393_1      0.451772
TR879TS162_5      0.442138
TR879TS324_3      0.466338
TR879TS480_4      0.436529
TR879TS118_2      0.397025
TR879TS208_3      0.455971
TR879TS330_1      0.18532
TR879TS265_4      0.397056
TR879TS396_5      0.447448
TR879TS393_2      0.439091
TR879TS450_3      0.434499
TR879TS247_1      0.452805
TR879TS418_1      0.343636
TR879TS081_3      0.457262
TR879TS204_4      0.246916
TR879TS118_1      0.350553
TR879TS279_1      0.317448
TR879TS060_5      0.440016
TR879TS399_5      0.0966632
TR879TS017_2      0.461963
TR879TS247_4      0.447428
TR879TS396_3      0.452577
TR879TS412_1      0.462009
TR879TS474_2      0.409328
TR879TS081_2      0.449799
TR879TS017_5      0.463549
TR879TS023_4      0.47017
TR879TS247_5      0.450098
TR879TS418_2      0.336839
TR879TS073_2      0.426297
TR879TS412_5      0.458202
TR879TS023_1      0.466798
TR879TS330_4      0.182944
TR879TS102_4      0.398523
TR879TS204_5      0.459783
TR879TS220_2      0.455269
TR879TS247_3      0.438032
TR879TS257_1      0.435852
TR879TS162_1      0.431699
TR879TS023_2      0.472593
TR879TS265_1      0.420863
TR879TS102_5      0.431968
TR879TS430_3      0.443998
TR879TS220_1      0.42796
TR879TS011_2      0.439995
TR879TS073_5      0.462123
TR879TS162_3      0.437598
TR879TS396_1      0.458962
TR879TS396_4      0.449685
TR879TS001_3      0.45547
TR879TS220_5      0.418957
TR879TS081_4      0.436441
TR879TS430_1      0.443998
TR879TS162_4      0.438481
TR879TS011_1      0.434246
TR879TS204_1      0.36016
TR879TS450_1      0.438998
TR879TS418_5      0.315945
TR879TS118_3      0.371978
TR879TS480_3      0.46187
TR879TS073_4      0.428409
TR879TS060_4      0.427123
TR879TS393_4      0.442087
TR879TS294_1      0.459256
TR879TS250_1      0.477841
TR879TS060_2      0.431736
TR879TS073_3      0.425021
TR879TS412_4      0.458962
TR879TS446_1      0.443063
TR879TS081_5      0.439034
TR879TS060_1      0.427273
TR879TS208_4      0.457784
TR879TS330_2      0.199303
TR879TS418_4      0.326276
