Decoy      SPECS 
R0968s1TS208_5      0.274923
R0968s1TS457_3      0.373555
R0968s1TS328_2      0.233908
R0968s1TS270_2      0.33906
R0968s1TS112_2      0.387163
R0968s1TS358_1      0.356674
R0968s1TS328_5      0.259178
R0968s1TS431_4      0.270069
R0968s1TS356_1      0.381597
R0968s1TS117_1      0.386142
R0968s1TS281_2      0.345975
R0968s1TS460_3      0.3526
R0968s1TS270_3      0.344106
R0968s1TS390_5      0.345898
R0968s1TS086_4      0.356876
R0968s1TS390_2      0.33698
R0968s1TS156_3      0.368028
R0968s1TS068_5      0.347275
R0968s1TS195_1      0.300424
R0968s1TS425_5      0.420175
R0968s1TS356_4      0.343923
R0968s1TS068_3      0.358532
R0968s1TS460_4      0.352138
R0968s1TS457_2      0.370965
R0968s1TS270_1      0.359187
R0968s1TS288_3      0.242633
R0968s1TS156_1      0.362693
R0968s1TS196_1      0.329565
R0968s1TS174_4      0.364898
R0968s1TS358_4      0.343634
R0968s1TS358_2      0.355364
R0968s1TS190_3      0.344251
R0968s1TS156_5      0.374596
R0968s1TS086_1      0.439561
R0968s1TS329_1      0.303062
R0968s1TS086_5      0.409476
R0968s1TS102_5      0.348864
R0968s1TS208_1      0.275482
R0968s1TS102_2      0.347438
R0968s1TS288_4      0.252475
R0968s1TS208_2      0.281741
R0968s1TS358_5      0.3422
R0968s1TS196_4      0.353554
R0968s1TS328_4      0.338049
R0968s1TS004_1      0.353139
R0968s1TS390_4      0.340389
R0968s1TS344_3      0.353024
R0968s1TS344_5      0.345378
R0968s1TS208_3      0.262009
R0968s1TS208_4      0.266834
R0968s1TS068_2      0.383359
R0968s1TS068_1      0.354199
R0968s1TS156_2      0.364301
R0968s1TS425_3      0.410516
R0968s1TS460_1      0.353679
R0968s1TS288_5      0.258696
R0968s1TS112_5      0.329151
R0968s1TS328_1      0.240379
R0968s1TS431_3      0.255065
R0968s1TS190_1      0.354459
R0968s1TS433_3      0.299018
R0968s1TS492_5      0.297371
R0968s1TS344_1      0.35443
R0968s1TS312_5      0.360044
R0968s1TS217_2      0.361749
R0968s1TS344_2      0.353216
R0968s1TS281_1      0.353034
R0968s1TS344_4      0.345378
R0968s1TS312_3      0.359178
R0968s1TS086_2      0.411691
R0968s1TS086_3      0.381029
R0968s1TS196_5      0.3513
R0968s1TS492_4      0.241689
R0968s1TS431_2      0.30365
R0968s1TS196_2      0.346254
R0968s1TS390_3      0.346639
R0968s1TS390_1      0.336219
R0968s1TS174_1      0.363376
R0968s1TS460_5      0.355316
R0968s1TS457_5      0.354613
R0968s1TS196_3      0.347592
R0968s1TS174_2      0.356712
R0968s1TS112_1      0.323835
R0968s1TS068_4      0.376445
R0968s1TS425_2      0.418384
R0968s1TS217_4      0.34192
R0968s1TS457_1      0.378072
R0968s1TS312_1      0.353053
R0968s1TS433_1      0.294405
R0968s1TS460_2      0.352244
R0968s1TS270_5      0.35729
R0968s1TS190_5      0.360237
R0968s1TS217_5      0.355797
R0968s1TS217_1      0.357001
R0968s1TS312_4      0.364012
R0968s1TS112_4      0.325289
R0968s1TS288_2      0.228438
R0968s1TS174_3      0.369675
R0968s1TS102_3      0.347833
R0968s1TS356_3      0.396273
R0968s1TS102_4      0.338453
R0968s1TS492_1      0.270801
R0968s1TS492_2      0.26511
R0968s1TS328_3      0.255653
R0968s1TS433_5      0.295002
R0968s1TS217_3      0.348372
R0968s1TS356_5      0.331818
R0968s1TS102_1      0.342074
R0968s1TS190_2      0.34297
R0968s1TS457_4      0.376069
R0968s1TS425_1      0.438386
R0968s1TS433_2      0.29166
R0968s1TS433_4      0.257396
R0968s1TS492_3      0.274278
R0968s1TS312_2      0.361845
R0968s1TS112_3      0.331914
R0968s1TS431_1      0.253919
R0968s1TS117_2      0.390928
R0968s1TS190_4      0.339705
R0968s1TS431_5      0.358426
R0968s1TS288_1      0.284794
R0968s1TS425_4      0.393606
R0968s1TS270_4      0.376002
R0968s1TS356_2      0.347284
R0968s1TS174_5      0.344183
R0968s1TS156_4      0.352725
R0968s1TS358_3      0.346947
