Decoy      SPECS 
T0859TS434_2-D1      0.151599
T0859TS287_3-D1      0.163345
T0859TS179_3-D1      0.159845
T0859TS380_4-D1      0.138003
T0859TS441_5-D1      0.162651
T0859TS363_3-D1      0.139541
T0859TS230_1-D1      0.149185
T0859TS421_4-D1      0.116965
T0859TS023_3-D1      0.145243
T0859TS040_3-D1      0.141985
T0859TS456_3-D1      0.156356
T0859TS421_1-D1      0.112993
T0859TS258_3-D1      0.131848
T0859TS207_2-D1      0.162942
T0859TS229_5-D1      0.124889
T0859TS480_5-D1      0.143403
T0859TS022_1-D1      0.142588
T0859TS282_5-D1      0.140064
T0859TS042_3-D1      0.155802
T0859TS251_4-D1      0.144962
T0859TS083_1-D1      0.150664
T0859TS022_2-D1      0.131527
T0859TS393_3-D1      0.137792
T0859TS026_3-D1      0.155531
T0859TS066_5-D1      0.146591
T0859TS450_3-D1      0.170002
T0859TS203_5-D1      0.140185
T0859TS026_1-D1      0.150935
T0859TS089_4-D1      0.155802
T0859TS252_3-D1      0.152796
T0859TS303_1-D1      0.130953
T0859TS282_1-D1      0.147959
T0859TS250_3-D1      0.12861
T0859TS486_2-D1      0.167719
T0859TS420_3-D1      0.116663
T0859TS380_1-D1      0.150935
T0859TS384_4-D1      0.16434
T0859TS207_5-D1      0.141965
T0859TS162_4-D1      0.156587
T0859TS287_2-D1      0.15183
T0859TS089_3-D1      0.132673
T0859TS180_5-D1      0.143121
T0859TS040_5-D1      0.150603
T0859TS042_4-D1      0.179877
T0859TS011_2-D1      0.159493
T0859TS411_5-D1      0.154877
T0859TS243_3-D1      0.170002
T0859TS252_2-D1      0.153027
T0859TS363_2-D1      0.159543
T0859TS083_3-D1      0.147848
T0859TS479_2-D1      0.154173
T0859TS162_1-D1      0.149598
T0859TS101_3-D1      0.155491
T0859TS436_5-D1      0.130541
T0859TS425_5-D1      0.152524
T0859TS005_4-D1      0.183025
T0859TS067_1-D1      0.145495
T0859TS023_4-D1      0.140084
T0859TS270_4-D1      0.148069
T0859TS382_2-D1      0.157804
T0859TS359_4-D1      0.119278
T0859TS467_2-D1      0.164501
T0859TS017_1-D1      0.198411
T0859TS380_2-D1      0.144861
T0859TS203_4-D1      0.183025
T0859TS252_4-D1      0.155078
T0859TS384_1-D1      0.176297
T0859TS321_4-D1      0.145133
T0859TS011_1-D1      0.164743
T0859TS173_3-D1      0.147928
T0859TS264_1-D1      0.150312
T0859TS042_5-D1      0.174739
T0859TS067_2-D1      0.144962
T0859TS436_2-D1      0.143946
T0859TS270_1-D1      0.174739
T0859TS303_2-D1      0.138606
T0859TS456_5-D1      0.148512
T0859TS251_5-D1      0.145344
T0859TS322_3-D1      0.143966
T0859TS258_2-D1      0.131124
T0859TS363_4-D1      0.142749
T0859TS475_4-D1      0.150221
T0859TS498_3-D1      0.183779
T0859TS436_1-D1      0.128459
T0859TS382_3-D1      0.157894
T0859TS004_5-D1      0.154696
T0859TS444_5-D1      0.137279
T0859TS330_4-D1      0.14993
T0859TS040_4-D1      0.140758
T0859TS407_4-D1      0.171319
T0859TS126_2-D1      0.148652
T0859TS443_4-D1      0.161876
T0859TS101_4-D1      0.155159
T0859TS436_4-D1      0.132009
T0859TS325_3-D1      0.15716
T0859TS064_1-D1      0.147566
T0859TS420_1-D1      0.167719
T0859TS417_2-D1      0.167719
T0859TS232_1-D1      0.147184
T0859TS436_3-D1      0.13038
T0859TS446_5-D1      0.152705
T0859TS243_5-D1      0.174467
T0859TS467_4-D1      0.150141
T0859TS322_5-D1      0.163486
T0859TS171_1-D1      0.129193
T0859TS220_5-D1      0.148099
T0859TS077_4-D1      0.156376
T0859TS357_2-D1      0.147526
T0859TS182_4-D1      0.144911
T0859TS320_1-D1      0.167719
T0859TS162_3-D1      0.163164
T0859TS026_4-D1      0.138003
T0859TS455_2-D1      0.112953
T0859TS213_5-D1      0.179877
T0859TS396_1-D1      0.169288
T0859TS441_3-D1      0.147355
T0859TS321_5-D1      0.141593
T0859TS264_3-D1      0.144358
T0859TS252_1-D1      0.144107
T0859TS349_1-D1      0.134262
T0859TS095_4-D1      0.139903
T0859TS188_1-D1      0.154907
T0859TS239_3-D1      0.145988
T0859TS162_5-D1      0.144509
T0859TS022_5-D1      0.13211
T0859TS180_2-D1      0.141895
T0859TS325_4-D1      0.152635
T0859TS483_2-D1      0.145676
T0859TS282_2-D1      0.148089
T0859TS320_4-D1      0.161535
T0859TS102_4-D1      0.16075
T0859TS114_3-D1      0.159543
T0859TS486_1-D1      0.177896
T0859TS302_3-D1      0.140628
T0859TS434_4-D1      0.172285
T0859TS182_3-D1      0.136263
T0859TS384_3-D1      0.154274
T0859TS114_5-D1      0.167719
T0859TS145_1-D1      0.156476
T0859TS005_1-D1      0.140185
T0859TS183_4-D1      0.158126
T0859TS250_1-D1      0.125623
T0859TS396_3-D1      0.154254
T0859TS236_2-D1      0.150091
T0859TS330_1-D1      0.132341
T0859TS270_2-D1      0.146591
T0859TS017_3-D1      0.196078
T0859TS455_3-D1      0.154415
T0859TS357_3-D1      0.148481
T0859TS302_1-D1      0.181607
T0859TS357_5-D1      0.142045
T0859TS119_1-D1      0.133528
T0859TS239_4-D1      0.156356
T0859TS479_4-D1      0.133618
T0859TS203_3-D1      0.156114
T0859TS077_1-D1      0.154817
T0859TS321_2-D1      0.143795
T0859TS258_4-D1      0.129455
T0859TS264_2-D1      0.143292
T0859TS450_4-D1      0.168061
T0859TS498_1-D1      0.173421
T0859TS183_5-D1      0.165346
T0859TS042_2-D1      0.148069
T0859TS384_2-D1      0.17321
T0859TS467_5-D1      0.138797
T0859TS475_5-D1      0.165074
T0859TS359_3-D1      0.119278
T0859TS017_2-D1      0.19818
T0859TS451_1-D1      0.170193
T0859TS325_2-D1      0.154797
T0859TS060_2-D1      0.168292
T0859TS166_1-D1      0.156436
T0859TS322_1-D1      0.181547
T0859TS443_3-D1      0.161273
T0859TS232_2-D1      0.183618
T0859TS258_1-D1      0.13579
T0859TS092_1-D1      0.17145
T0859TS114_1-D1      0.156114
T0859TS101_1-D1      0.141452
T0859TS359_2-D1      0.119278
T0859TS171_2-D1      0.129133
T0859TS313_2-D1      0.12855
T0859TS464_1-D1      0.128359
T0859TS001_1-D1      0.188928
T0859TS450_2-D1      0.173844
T0859TS425_2-D1      0.143282
T0859TS151_1-D1      0.113757
T0859TS183_2-D1      0.165879
T0859TS145_5-D1      0.154535
T0859TS066_2-D1      0.152454
T0859TS067_3-D1      0.139541
T0859TS441_2-D1      0.152001
T0859TS313_3-D1      0.129737
T0859TS229_4-D1      0.130702
T0859TS229_3-D1      0.118172
T0859TS439_1-D1      0.173009
T0859TS464_2-D1      0.129244
T0859TS022_3-D1      0.125603
T0859TS345_1-D1      0.166965
T0859TS162_2-D1      0.141402
T0859TS073_5-D1      0.173854
T0859TS005_2-D1      0.183618
T0859TS467_3-D1      0.142045
T0859TS425_4-D1      0.155451
T0859TS303_3-D1      0.182562
T0859TS011_3-D1      0.167317
T0859TS420_5-D1      0.136333
T0859TS079_1-D1      0.12687
T0859TS101_5-D1      0.152876
T0859TS250_5-D1      0.13218
T0859TS483_1-D1      0.143041
T0859TS145_4-D1      0.14816
T0859TS439_2-D1      0.156466
T0859TS303_5-D1      0.15889
T0859TS232_4-D1      0.144911
T0859TS270_5-D1      0.164189
T0859TS239_5-D1      0.140195
T0859TS048_1-D1      0.17145
T0859TS102_1-D1      0.173421
T0859TS345_3-D1      0.14648
T0859TS005_5-D1      0.116663
T0859TS275_1-D1      0.125986
T0859TS456_1-D1      0.155078
T0859TS302_2-D1      0.155802
T0859TS480_4-D1      0.132381
T0859TS282_4-D1      0.170434
T0859TS451_4-D1      0.166965
T0859TS083_2-D1      0.152504
T0859TS421_5-D1      0.121551
T0859TS067_4-D1      0.141945
T0859TS313_1-D1      0.129887
T0859TS171_3-D1      0.155682
T0859TS432_2-D1      0.131225
T0859TS275_2-D1      0.133407
T0859TS188_4-D1      0.140095
T0859TS345_5-D1      0.148522
T0859TS302_5-D1      0.117297
T0859TS420_2-D1      0.140185
T0859TS451_2-D1      0.171319
T0859TS040_1-D1      0.143061
T0859TS321_3-D1      0.141814
T0859TS417_4-D1      0.154173
T0859TS017_4-D1      0.198733
T0859TS443_1-D1      0.18745
T0859TS287_1-D1      0.15544
T0859TS243_2-D1      0.171792
T0859TS077_3-D1      0.155078
T0859TS236_1-D1      0.147556
T0859TS230_3-D1      0.147245
T0859TS359_5-D1      0.119278
T0859TS203_2-D1      0.154173
T0859TS073_1-D1      0.190517
T0859TS399_4-D1      0.172094
T0859TS229_1-D1      0.150644
T0859TS432_3-D1      0.134342
T0859TS126_4-D1      0.143675
T0859TS464_4-D1      0.132603
T0859TS270_3-D1      0.181607
T0859TS102_3-D1      0.183779
T0859TS173_5-D1      0.146903
T0859TS264_4-D1      0.159473
T0859TS322_2-D1      0.14641
T0859TS479_3-D1      0.15717
T0859TS207_3-D1      0.138003
T0859TS486_4-D1      0.168805
T0859TS064_4-D1      0.156235
T0859TS357_4-D1      0.153208
T0859TS243_1-D1      0.172778
T0859TS479_1-D1      0.167719
T0859TS040_2-D1      0.142257
T0859TS275_3-D1      0.12678
T0859TS399_2-D1      0.172707
T0859TS079_2-D1      0.183618
T0859TS173_1-D1      0.159644
T0859TS203_1-D1      0.167719
T0859TS380_5-D1      0.155531
T0859TS239_1-D1      0.17321
T0859TS425_3-D1      0.152313
T0859TS498_5-D1      0.150784
T0859TS486_3-D1      0.158266
T0859TS060_4-D1      0.176076
T0859TS126_1-D1      0.150453
T0859TS320_5-D1      0.171712
T0859TS182_2-D1      0.135579
T0859TS396_4-D1      0.13388
T0859TS179_1-D1      0.183618
T0859TS042_1-D1      0.159161
T0859TS313_4-D1      0.13035
T0859TS396_5-D1      0.161213
T0859TS004_4-D1      0.161102
T0859TS302_4-D1      0.174739
T0859TS230_2-D1      0.150634
T0859TS182_5-D1      0.137259
T0859TS303_4-D1      0.164079
T0859TS247_2-D1      0.183618
T0859TS232_5-D1      0.142951
T0859TS324_5-D1      0.185137
T0859TS079_3-D1      0.171712
T0859TS275_4-D1      0.137118
T0859TS005_3-D1      0.156114
T0859TS016_1-D1      0.16078
T0859TS236_4-D1      0.145434
T0859TS411_1-D1      0.179435
T0859TS236_3-D1      0.160931
T0859TS330_5-D1      0.170726
T0859TS179_5-D1      0.17145
T0859TS095_5-D1      0.140628
T0859TS405_4-D1      0.151207
T0859TS407_3-D1      0.176368
T0859TS421_2-D1      0.131808
T0859TS183_1-D1      0.171712
T0859TS382_5-D1      0.151649
T0859TS417_5-D1      0.183618
T0859TS396_2-D1      0.173612
T0859TS220_3-D1      0.178228
T0859TS251_2-D1      0.154163
T0859TS089_5-D1      0.169741
T0859TS411_4-D1      0.176368
T0859TS405_5-D1      0.151207
T0859TS405_2-D1      0.144891
T0859TS455_1-D1      0.118725
T0859TS251_3-D1      0.147536
T0859TS182_1-D1      0.159885
T0859TS126_3-D1      0.159604
T0859TS405_3-D1      0.14291
T0859TS287_4-D1      0.155702
T0859TS320_2-D1      0.154173
T0859TS363_5-D1      0.169801
T0859TS425_1-D1      0.149889
T0859TS258_5-D1      0.132623
T0859TS275_5-D1      0.125784
T0859TS077_5-D1      0.16067
T0859TS247_3-D1      0.124246
T0859TS417_1-D1      0.17145
T0859TS180_1-D1      0.139411
T0859TS450_5-D1      0.143715
T0859TS026_2-D1      0.144861
T0859TS173_4-D1      0.153922
T0859TS411_3-D1      0.157371
T0859TS004_3-D1      0.161997
T0859TS004_2-D1      0.161112
T0859TS017_5-D1      0.194821
T0859TS357_1-D1      0.149155
T0859TS407_2-D1      0.163908
T0859TS220_2-D1      0.159845
T0859TS180_3-D1      0.117377
T0859TS441_1-D1      0.160509
T0859TS073_3-D1      0.158095
T0859TS026_5-D1      0.155531
T0859TS432_5-D1      0.130853
T0859TS188_3-D1      0.149286
T0859TS066_3-D1      0.139903
T0859TS251_1-D1      0.142317
