Decoy      SPECS 
T0918TS439_5-D3      0.27058
T0918TS420_1-D3      0.151213
T0918TS220_5-D3      0.210112
T0918TS079_4-D3      0.21223
T0918TS250_4-D3      0.130431
T0918TS067_5-D3      0.151965
T0918TS258_2-D3      0.14557
T0918TS005_2-D3      0.283542
T0918TS019_1-D3      0.127764
T0918TS064_2-D3      0.0312404
T0918TS287_1-D3      0.135574
T0918TS450_3-D3      0.234948
T0918TS483_2-D3      0.131414
T0918TS162_3-D3      0.152966
T0918TS077_4-D3      0.131163
T0918TS363_5-D3      0.151213
T0918TS203_5-D3      0.210102
T0918TS356_2-D3      0.218943
T0918TS489_1-D3      0.130913
T0918TS252_2-D3      0.25834
T0918TS322_2_5-D3      0.170185
T0918TS232_1-D3      0.211575
T0918TS495_5-D3      0.131886
T0918TS425_3-D3      0.136547
T0918TS040_1-D3      0.14401
T0918TS162_5-D3      0.143268
T0918TS313_3-D3      0.122747
T0918TS270_3-D3      0.143654
T0918TS077_1-D3      0.130768
T0918TS325_1_3-D3      0.270811
T0918TS213_5-D3      0.12369
T0918TS455_4-D3      0.125578
T0918TS230_1-D3      0.120204
T0918TS324_1-D3      0.218673
T0918TS399_4-D3      0.151753
T0918TS017_5-D3      0.204074
T0918TS243_4-D3      0.205874
T0918TS345_3-D3      0.136508
T0918TS439_4-D3      0.220975
T0918TS420_2-D3      0.127513
T0918TS220_4-D3      0.210102
T0918TS067_1-D3      0.167989
T0918TS455_3-D3      0.126926
T0918TS046_2-D3      0.0974673
T0918TS302_1-D3      0.124374
T0918TS464_1-D3      0.132579
T0918TS247_4-D3      0.252802
T0918TS250_1-D3      0.129266
T0918TS270_2-D3      0.143346
T0918TS011_1-D3      0.2185
T0918TS236_2-D3      0.113299
T0918TS479_3-D3      0.164667
T0918TS270_1-D3      0.124374
T0918TS357_2-D3      0.12501
T0918TS173_4_3-D3      0.257743
T0918TS320_1-D3      0.118644
T0918TS016_1-D3      0.127976
T0918TS004_3-D3      0.202523
T0918TS363_4-D3      0.151213
T0918TS023_4-D3      0.20001
T0918TS300_3-D3      0.138848
T0918TS380_2-D3      0.122477
T0918TS300_5-D3      0.131394
T0918TS270_4-D3      0.135641
T0918TS203_1-D3      0.195069
T0918TS011_4-D3      0.206086
T0918TS479_1-D3      0.209274
T0918TS441_5_3-D3      0.262163
T0918TS079_1-D3      0.125058
T0918TS444_5-D3      0.130008
T0918TS239_5-D3      0.272525
T0918TS207_3-D3      0.151213
T0918TS250_5-D3      0.129228
T0918TS060_2-D3      0.20444
T0918TS026_4-D3      0.135035
T0918TS411_1-D3      0.196947
T0918TS300_2-D3      0.132502
T0918TS145_3-D3      0.128814
T0918TS425_4-D3      0.131202
T0918TS171_1-D3      0.113213
T0918TS479_5-D3      0.198411
T0918TS213_1-D3      0.124374
T0918TS287_5-D3      0.125992
T0918TS066_5-D3      0.12369
T0918TS399_1-D3      0.142565
T0918TS356_5-D3      0.222487
T0918TS060_3-D3      0.208224
