Decoy      SPECS 
T0898TS095_2-D1      0.17709
T0898TS005_1-D1      0.212875
T0898TS393_4-D1      0.218525
T0898TS434_4-D1      0.161675
T0898TS162_1-D1      0.16294
T0898TS324_4-D1      0.227948
T0898TS363_4-D1      0.203956
T0898TS126_3_1-D1      0.127187
T0898TS126_1_1-D1      0.129063
T0898TS455_4-D1      0.122138
T0898TS067_1-D1      0.20834
T0898TS192_1-D1      0.144575
T0898TS079_1-D1      0.22798
T0898TS495_1-D1      0.145208
T0898TS101_4-D1      0.180328
T0898TS356_1-D1      0.197867
T0898TS102_1-D1      0.181829
T0898TS382_4-D1      0.224786
T0898TS126_3_2-D1      0.124539
T0898TS028_4-D1      0.182022
T0898TS382_5-D1      0.204631
T0898TS243_3-D1      0.228548
T0898TS451_5-D1      0.189612
T0898TS270_4-D1      0.183587
T0898TS483_2-D1      0.162511
T0898TS321_1-D1      0.182397
T0898TS384_1-D1      0.230403
T0898TS384_3-D1      0.211557
T0898TS467_2-D1      0.170991
T0898TS359_2-D1      0.160999
T0898TS182_1-D1      0.15357
T0898TS486_3-D1      0.214215
T0898TS213_5-D1      0.190298
T0898TS399_2-D1      0.170187
T0898TS287_1-D1      0.20744
T0898TS250_2-D1      0.144543
T0898TS016_1-D1      0.166788
T0898TS180_1-D1      0.176297
T0898TS302_5-D1      0.190298
T0898TS452_2-D1      0.181454
T0898TS282_2-D1      0.195658
T0898TS396_2-D1      0.212747
T0898TS203_2-D1      0.189033
T0898TS250_3-D1      0.147995
T0898TS452_4-D1      0.175911
T0898TS236_5-D1      0.162296
T0898TS425_3-D1      0.190952
T0898TS399_3-D1      0.179385
T0898TS173_2_1-D1      0.105167
T0898TS384_2-D1      0.210613
T0898TS380_5-D1      0.178334
T0898TS243_2-D1      0.230135
T0898TS396_5-D1      0.201147
T0898TS162_5-D1      0.164548
T0898TS042_2-D1      0.189076
T0898TS258_4-D1      0.175879
T0898TS495_3-D1      0.146151
T0898TS455_5-D1      0.169115
T0898TS101_2-D1      0.162661
T0898TS450_3-D1      0.205617
T0898TS313_2-D1      0.137286
T0898TS420_3-D1      0.174636
T0898TS363_5-D1      0.190491
T0898TS443_5-D1      0.19271
T0898TS247_3-D1      0.181829
T0898TS356_3-D1      0.188368
T0898TS320_5-D1      0.211171
T0898TS011_4-D1      0.212178
T0898TS446_5-D1      0.164805
T0898TS495_2-D1      0.145916
T0898TS023_4-D1      0.1744
T0898TS173_1_1-D1      0.123563
T0898TS320_1-D1      0.196184
T0898TS320_2-D1      0.214215
